TradingDay,InstrumentID,LastPrice,PreSettlementPrice,PreClosePrice,PreOpenInterest,OpenPrice,HighestPrice,LowestPrice,Volume,Turnover,OpenInterest,ClosePrice,SettlementPrice,UpperLimitPrice,LowerLimitPrice,PreDelta,CurrDelta,UpdateTime,UpdateMillisec,BidPrice1,BidVolume1,AskPrice1,AskVolume1,AveragePrice,ActionDay
20211013,cu2110,70320.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16600,5830736750.0,12420.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:30,500,70310.0,35,70350.0,20,351249.2018072289,20211013
20211013,cu2110,70320.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16600,5830736750.0,12420.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:31,0,70310.0,35,70360.0,5,351249.2018072289,20211013
20211013,cu2110,70320.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16600,5830736750.0,12420.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:34,500,70320.0,5,70360.0,5,351249.2018072289,20211013
20211013,cu2110,70320.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16605,5832494750.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:35,0,70310.0,30,70360.0,5,351249.30743751884,20211013
20211013,cu2110,70320.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16605,5832494750.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:35,500,70310.0,25,70340.0,15,351249.30743751884,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:36,0,70310.0,25,70360.0,5,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:37,0,70310.0,25,70360.0,5,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:37,500,70310.0,25,70360.0,5,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:40,0,70310.0,25,70360.0,5,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:41,500,70310.0,25,70360.0,10,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:42,0,70310.0,25,70360.0,15,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16620,5837770250.0,12415.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:42,500,70340.0,5,70360.0,5,351249.7141997593,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16625,5839528750.0,12410.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:43,0,70310.0,25,70360.0,5,351249.84962406015,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16625,5839528750.0,12410.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:44,0,70310.0,25,70360.0,5,351249.84962406015,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16625,5839528750.0,12410.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:45,0,70310.0,25,70360.0,5,351249.84962406015,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16625,5839528750.0,12410.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:47,0,70310.0,25,70360.0,5,351249.84962406015,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16625,5839528750.0,12410.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:50,0,70340.0,5,70360.0,5,351249.84962406015,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:01:50,500,70340.0,5,70360.0,5,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:01,0,70340.0,5,70360.0,5,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:03,0,70340.0,5,70360.0,5,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:03,500,70340.0,5,70360.0,20,351249.98496692727,20211013
