TradingDay,InstrumentID,LastPrice,PreSettlementPrice,PreClosePrice,PreOpenInterest,OpenPrice,HighestPrice,LowestPrice,Volume,Turnover,OpenInterest,ClosePrice,SettlementPrice,UpperLimitPrice,LowerLimitPrice,PreDelta,CurrDelta,UpdateTime,UpdateMillisec,BidPrice1,BidVolume1,AskPrice1,AskVolume1,AveragePrice,ActionDay,BidPrice2,BidVolume2,AskPrice2,AskVolume2,BidPrice3,BidVolume3,AskPrice3,AskVolume3,BidPrice4,BidVolume4,AskPrice4,AskVolume4,BidPrice5,BidVolume5,AskPrice5,AskVolume5
20211015,ag2111,4964.0,4876.0,4922.0,0.0,4967.0,4983.0,4910.0,1383,102821130.0,7399.0,1.7976931348623157e+308,1.7976931348623157e+308,5363.0,4388.0,0.0,1.7976931348623157e+308,12:16:20,500,74346.44251626899,20211015,4961.0,60,4966.0,116,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0
20211015,ag2111,4964.0,4876.0,4922.0,0.0,4967.0,4983.0,4910.0,1383,102821130.0,7399.0,1.7976931348623157e+308,1.7976931348623157e+308,5363.0,4388.0,0.0,1.7976931348623157e+308,12:16:25,500,74346.44251626899,20211015,4961.0,45,4966.0,101,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0
20211015,ag2111,4964.0,4876.0,4922.0,0.0,4967.0,4983.0,4910.0,1383,102821130.0,7399.0,1.7976931348623157e+308,1.7976931348623157e+308,5363.0,4388.0,0.0,1.7976931348623157e+308,12:16:26,0,74346.44251626899,20211015,4961.0,45,4965.0,1,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0
20211015,ag2111,4964.0,4876.0,4922.0,0.0,4967.0,4983.0,4910.0,1383,102821130.0,7399.0,1.7976931348623157e+308,1.7976931348623157e+308,5363.0,4388.0,0.0,1.7976931348623157e+308,12:16:26,500,74346.44251626899,20211015,4961.0,15,4965.0,1,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0
20211015,ag2111,4964.0,4876.0,4922.0,0.0,4967.0,4983.0,4910.0,1383,102821130.0,7399.0,1.7976931348623157e+308,1.7976931348623157e+308,5363.0,4388.0,0.0,1.7976931348623157e+308,12:16:27,0,74346.44251626899,20211015,4960.0,180,4965.0,16,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0,1.7976931348623157e+308,0
